代码	名称	细分行业	地区	上市日期
002849	威星智能	电器仪表	浙江	20170217
002850	科达利	机械基件	深圳	20170302
002851	麦格米特	电气设备	深圳	20170306
002852	道道全	食品	湖南	20170310
002853	皮阿诺	家居用品	广东	20170310
002856	N美芝	装修装饰	深圳	20170320
300001	特锐德	电气设备	山东	20091030
300002	神州泰岳	软件服务	北京	20091030
300003	乐普医疗	医疗保健	北京	20091030
300004	南风股份	电气设备	广东	20091030
300005	探路者	服饰	北京	20091030
300006	莱美药业	化学制药	重庆	20091030
300007	汉威电子	电器仪表	河南	20091030
300008	天海防务	船舶	上海	20091030
300009	安科生物	生物制药	安徽	20091030
300010	立思辰	软件服务	北京	20091030
300011	鼎汉技术	运输设备	北京	20091030
300012	华测检测	电器仪表	深圳	20091030
300013	新宁物流	仓储物流	江苏	20091030
300014	亿纬锂能	元器件	广东	20091030
300015	爱尔眼科	医疗保健	湖南	20091030
300016	北陆药业	中成药	北京	20091030
300017	网宿科技	电信运营	上海	20091030
300018	中元股份	电气设备	湖北	20091030
300019	硅宝科技	化工原料	四川	20091030
300020	银江股份	软件服务	浙江	20091030
300021	大禹节水	农业综合	甘肃	20091030
300022	吉峰农机	其他商业	四川	20091030
300023	宝德股份	专用机械	陕西	20091030
300024	机器人	专用机械	辽宁	20091030
300025	华星创业	通信设备	浙江	20091030
300026	红日药业	中成药	天津	20091030
300027	华谊兄弟	影视音像	浙江	20091030
300028	金亚科技	通信设备	四川	20091030
300029	天龙光电	专用机械	江苏	20091225
300030	阳普医疗	医疗保健	广东	20091225
300031	宝通科技	互联网	江苏	20091225
300032	金龙机电	元器件	浙江	20091225
300033	同花顺	软件服务	浙江	20091225
300034	钢研高纳	小金属	北京	20091225
300035	中科电气	工程机械	湖南	20091225
300036	超图软件	软件服务	北京	20091225
300037	新宙邦	化工原料	深圳	20100108
300038	梅泰诺	通信设备	北京	20100108
300039	上海凯宝	中成药	上海	20100108
300040	九洲电气	电气设备	黑龙江	20100108
300041	回天新材	化工原料	湖北	20100108
300042	朗科科技	电脑设备	深圳	20100108
300043	星辉娱乐	文教休闲	广东	20100120
300044	赛为智能	软件服务	深圳	20100120
300045	华力创通	电脑设备	北京	20100120
300046	台基股份	半导体	湖北	20100120
300047	天源迪科	软件服务	深圳	20100120
300048	合康新能	电气设备	北京	20100120
300049	福瑞股份	中成药	内蒙	20100120
300050	世纪鼎利	软件服务	广东	20100120
300051	三五互联	互联网	福建	20100211
300052	中青宝	互联网	深圳	20100211
300053	欧比特	半导体	广东	20100211
300054	鼎龙股份	化工原料	湖北	20100211
300055	万邦达	环境保护	北京	20100226
300056	三维丝	环境保护	福建	20100226
300057	万顺股份	广告包装	广东	20100226
300058	蓝色光标	广告包装	北京	20100226
300059	东方财富	互联网	上海	20100319
300061	康耐特	医疗保健	上海	20100319
300062	中能电气	电气设备	福建	20100319
300063	天龙集团	染料涂料	广东	20100326
300064	豫金刚石	矿物制品	河南	20100326
300065	海兰信	软件服务	北京	20100326
300066	三川智慧	电器仪表	江西	20100326
300067	安诺其	染料涂料	上海	20100421
300068	南都电源	电气设备	浙江	20100421
300069	金利华电	电气设备	浙江	20100421
300070	碧水源	环境保护	北京	20100421
300071	华谊嘉信	广告包装	北京	20100421
300072	三聚环保	环境保护	北京	20100427
300073	当升科技	矿物制品	北京	20100427
300074	华平股份	通信设备	上海	20100427
300075	数字政通	软件服务	北京	20100427
300076	GQY视讯	电脑设备	浙江	20100430
300077	国民技术	半导体	深圳	20100430
300078	思创医惠	元器件	浙江	20100430
300079	数码视讯	通信设备	北京	20100430
300080	易成新能	半导体	河南	20100625
300081	恒信移动	通信设备	河北	20100520
300082	奥克股份	化工原料	辽宁	20100520
300083	劲胜精密	元器件	广东	20100520
300084	海默科技	石油开采	甘肃	20100520
300085	银之杰	软件服务	深圳	20100526
300086	康芝药业	化学制药	海南	20100526
300087	荃银高科	种植业	安徽	20100526
300088	长信科技	元器件	安徽	20100526
300089	文化长城	陶瓷	广东	20100625
300090	盛运环保	环境保护	安徽	20100625
300091	金通灵	机械基件	江苏	20100625
300092	科新机电	专用机械	四川	20100708
300093	金刚玻璃	玻璃	广东	20100708
300094	国联水产	渔业	广东	20100708
300095	华伍股份	机械基件	江西	20100728
300096	易联众	软件服务	福建	20100728
300097	智云股份	电器仪表	辽宁	20100728
300098	高新兴	通信设备	广东	20100728
300099	尤洛卡	电器仪表	山东	20100806
300100	双林股份	汽车服务	浙江	20100806
300101	振芯科技	通信设备	四川	20100806
300102	乾照光电	半导体	福建	20100812
300103	达刚路机	工程机械	陕西	20100812
300104	乐视网	互联网	北京	20100812
300105	龙源技术	电器仪表	山东	20100820
300106	西部牧业	农业综合	新疆	20100820
300107	建新股份	化工原料	河北	20100820
300108	双龙股份	中成药	吉林	20100825
300109	新开源	化工原料	河南	20100825
300110	华仁药业	化学制药	山东	20100825
300111	向日葵	半导体	浙江	20100827
300112	万讯自控	电器仪表	深圳	20100827
300113	顺网科技	互联网	浙江	20100827
300114	中航电测	元器件	陕西	20100827
300115	长盈精密	元器件	深圳	20100902
300116	坚瑞沃能	专用机械	陕西	20100902
300117	嘉寓股份	装修装饰	北京	20100902
300118	东方日升	半导体	浙江	20100902
300119	瑞普生物	生物制药	天津	20100917
300120	经纬电材	电气设备	天津	20100917
300121	阳谷华泰	化工原料	山东	20100917
300122	智飞生物	生物制药	重庆	20100928
300123	太阳鸟	船舶	湖南	20100928
300124	汇川技术	电器仪表	深圳	20100928
300125	易世达	电气设备	辽宁	20101013
300126	锐奇股份	轻工机械	上海	20101013
300127	银河磁体	元器件	四川	20101013
300128	锦富技术	元器件	江苏	20101013
300129	泰胜风能	电气设备	上海	20101019
300130	新国都	电脑设备	深圳	20101019
300131	英唐智控	元器件	深圳	20101019
300132	青松股份	化工原料	福建	20101026
300133	华策影视	影视音像	浙江	20101026
300134	大富科技	通信设备	深圳	20101026
300135	宝利国际	化工原料	江苏	20101026
300136	信维通信	通信设备	深圳	20101105
300137	先河环保	环境保护	河北	20101105
300138	晨光生物	食品	河北	20101105
300139	晓程科技	元器件	北京	20101112
300140	中环装备	电气设备	陕西	20101112
300141	和顺电气	电气设备	江苏	20101112
300142	沃森生物	生物制药	云南	20101112
300143	星河生物	种植业	广东	20101209
300144	宋城演艺	旅游景点	浙江	20101209
300145	中金环境	专用机械	浙江	20101209
300146	汤臣倍健	食品	广东	20101215
300147	香雪制药	中成药	广东	20101215
300148	天舟文化	出版业	湖南	20101215
300149	量子高科	食品	广东	20101222
300150	世纪瑞尔	软件服务	北京	20101222
300151	昌红科技	机械基件	深圳	20101222
300152	科融环境	环境保护	江苏	20101229
300153	科泰电源	电气设备	上海	20101229
300154	瑞凌股份	元器件	深圳	20101229
300155	安居宝	元器件	广东	20110107
300156	神雾环保	环境保护	北京	20110107
300157	恒泰艾普	石油开采	北京	20110107
300158	振东制药	中成药	山西	20110107
300159	新研股份	农用机械	新疆	20110107
300160	秀强股份	玻璃	江苏	20110113
300161	华中数控	机床制造	湖北	20110113
300162	雷曼股份	元器件	深圳	20110113
300163	先锋新材	其他建材	浙江	20110113
300164	通源石油	石油开采	陕西	20110113
300165	天瑞仪器	电器仪表	江苏	20110125
300166	东方国信	软件服务	北京	20110125
300167	迪威视讯	通信设备	深圳	20110125
300168	万达信息	软件服务	上海	20110125
300169	天晟新材	塑料	江苏	20110125
300170	汉得信息	软件服务	上海	20110201
300171	东富龙	医疗保健	上海	20110201
300172	中电环保	环境保护	江苏	20110201
300173	智慧松德	轻工机械	广东	20110201
300174	元力股份	化工原料	福建	20110201
300175	朗源股份	食品	山东	20110215
300176	鸿特精密	汽车配件	广东	20110215
300177	中海达	通信设备	广东	20110215
300178	腾邦国际	旅游服务	深圳	20110215
300179	四方达	矿物制品	河南	20110215
300180	华峰超纤	化纤	上海	20110222
300181	佐力药业	中成药	浙江	20110222
300182	捷成股份	软件服务	北京	20110222
300183	东软载波	软件服务	山东	20110222
300184	力源信息	元器件	湖北	20110222
300185	通裕重工	工程机械	山东	20110308
300187	永清环保	环境保护	湖南	20110308
300188	美亚柏科	软件服务	福建	20110316
300189	神农基因	种植业	海南	20110316
300190	维尔利	环境保护	江苏	20110316
300191	潜能恒信	石油开采	北京	20110316
300192	科斯伍德	染料涂料	江苏	20110322
300193	佳士科技	专用机械	深圳	20110322
300194	福安药业	化学制药	重庆	20110322
300195	长荣股份	轻工机械	天津	20110329
300196	长海股份	玻璃	江苏	20110329
300197	铁汉生态	环境保护	深圳	20110329
300198	纳川股份	塑料	福建	20110407
300199	翰宇药业	化学制药	深圳	20110407
300200	高盟新材	化工原料	北京	20110407
300201	海伦哲	专用机械	江苏	20110407
300202	聚龙股份	专用机械	辽宁	20110415
300203	聚光科技	环境保护	浙江	20110415
300204	舒泰神	生物制药	北京	20110415
300205	天喻信息	元器件	湖北	20110421
300206	理邦仪器	医疗保健	深圳	20110421
300207	欣旺达	元器件	深圳	20110421
300208	恒顺众昇	电气设备	山东	20110426
300209	天泽信息	软件服务	江苏	20110426
300210	森远股份	专用机械	辽宁	20110426
300211	亿通科技	通信设备	江苏	20110505
300212	易华录	软件服务	北京	20110505
300213	佳讯飞鸿	通信设备	北京	20110505
300214	日科化学	化工原料	山东	20110511
300215	电科院	电气设备	江苏	20110511
300216	千山药机	医疗保健	湖南	20110511
300217	东方电热	电器仪表	江苏	20110518
300218	安利股份	塑料	安徽	20110518
300219	鸿利智汇	元器件	广东	20110518
300220	金运激光	元器件	湖北	20110525
300221	银禧科技	塑料	广东	20110525
300222	科大智能	电气设备	上海	20110525
300223	北京君正	半导体	北京	20110531
300224	正海磁材	元器件	山东	20110531
300225	金力泰	染料涂料	上海	20110531
300226	上海钢联	互联网	上海	20110608
300227	光韵达	元器件	深圳	20110608
300228	富瑞特装	化工机械	江苏	20110608
300229	拓尔思	软件服务	北京	20110615
300230	永利股份	塑料	上海	20110615
300231	银信科技	软件服务	北京	20110615
300232	洲明科技	半导体	深圳	20110622
300233	金城医药	化学制药	山东	20110622
300234	开尔新材	陶瓷	浙江	20110622
300235	方直科技	软件服务	深圳	20110629
300236	上海新阳	染料涂料	上海	20110629
300237	美晨科技	建筑施工	山东	20110629
300238	冠昊生物	医疗保健	广东	20110706
300239	东宝生物	生物制药	内蒙	20110706
300240	飞力达	仓储物流	江苏	20110706
300241	瑞丰光电	半导体	深圳	20110712
300242	明家联合	互联网	广东	20110712
300243	瑞丰高材	化工原料	山东	20110712
300244	迪安诊断	医疗保健	浙江	20110719
300245	天玑科技	软件服务	上海	20110719
300246	宝莱特	医疗保健	广东	20110719
300247	乐金健康	医疗保健	安徽	20110729
300248	新开普	软件服务	河南	20110729
300249	依米康	专用机械	四川	20110803
300250	初灵信息	通信设备	浙江	20110803
300251	光线传媒	影视音像	北京	20110803
300252	金信诺	电气设备	深圳	20110818
300253	卫宁健康	软件服务	上海	20110818
300254	仟源医药	化学制药	山西	20110819
300255	常山药业	生物制药	河北	20110819
300256	星星科技	元器件	浙江	20110819
300257	开山股份	机械基件	浙江	20110819
300258	精锻科技	汽车配件	江苏	20110826
300259	新天科技	电器仪表	河南	20110831
300260	新莱应材	机械基件	江苏	20110906
300261	雅本化学	农药化肥	江苏	20110906
300262	巴安水务	环境保护	上海	20110916
300263	隆华节能	专用机械	河南	20110916
300264	佳创视讯	通信设备	深圳	20110916
300265	通光线缆	电气设备	江苏	20110916
300266	兴源环境	机械基件	浙江	20110927
300267	尔康制药	化学制药	湖南	20110927
300268	万福生科	农业综合	湖南	20110927
300269	联建光电	半导体	深圳	20111012
300270	中威电子	通信设备	浙江	20111012
300271	华宇软件	软件服务	北京	20111026
300272	开能环保	环境保护	上海	20111102
300273	和佳股份	医疗保健	广东	20111026
300274	阳光电源	电气设备	安徽	20111102
300275	梅安森	软件服务	重庆	20111102
300276	三丰智能	专用机械	湖北	20111115
300277	海联讯	软件服务	深圳	20111123
300278	华昌达	专用机械	湖北	20111216
300279	和晶科技	元器件	江苏	20111229
300280	南通锻压	专用机械	江苏	20111229
300281	金明精机	专用机械	广东	20111229
300282	汇冠股份	电脑设备	北京	20111229
300283	温州宏丰	电气设备	浙江	20120110
300284	苏交科	建筑施工	江苏	20120110
300285	国瓷材料	陶瓷	山东	20120113
300286	安科瑞	电器仪表	上海	20120113
300287	飞利信	软件服务	北京	20120201
300288	朗玛信息	软件服务	贵州	20120216
300289	利德曼	生物制药	北京	20120216
300290	荣科科技	软件服务	辽宁	20120216
300291	华录百纳	影视音像	北京	20120209
300292	吴通控股	通信设备	江苏	20120229
300293	蓝英装备	专用机械	辽宁	20120308
300294	博雅生物	生物制药	江西	20120308
300295	三六五网	互联网	江苏	20120315
300296	利亚德	半导体	北京	20120315
300297	蓝盾股份	软件服务	广东	20120315
300298	三诺生物	医疗保健	湖南	20120319
300299	富春通信	通信设备	福建	20120319
300300	汉鼎宇佑	软件服务	浙江	20120319
300301	长方集团	半导体	深圳	20120321
300302	同有科技	软件服务	北京	20120321
300303	聚飞光电	半导体	深圳	20120319
300304	云意电气	汽车配件	江苏	20120321
300305	裕兴股份	塑料	江苏	20120329
300306	远方光电	电器仪表	浙江	20120329
300307	慈星股份	纺织机械	浙江	20120329
300308	中际装备	工程机械	山东	20120410
300309	吉艾科技	专用机械	北京	20120410
300310	宜通世纪	通信设备	广东	20120425
300311	任子行	软件服务	广东	20120425
300312	邦讯技术	通信设备	北京	20120508
300313	天山生物	农业综合	新疆	20120425
300314	戴维医疗	医疗保健	浙江	20120508
300315	掌趣科技	互联网	北京	20120511
300316	晶盛机电	专用机械	浙江	20120511
300317	珈伟股份	半导体	深圳	20120511
300318	博晖创新	医疗保健	北京	20120523
300319	麦捷科技	元器件	深圳	20120523
300320	海达股份	橡胶	江苏	20120601
300321	同大股份	塑料	山东	20120523
300322	硕贝德	通信设备	广东	20120608
300323	华灿光电	半导体	湖北	20120601
300324	旋极信息	软件服务	北京	20120608
300325	德威新材	塑料	江苏	20120601
300326	凯利泰	医疗保健	上海	20120613
300327	中颖电子	半导体	上海	20120613
300328	宜安科技	铝	广东	20120619
300329	海伦钢琴	文教休闲	浙江	20120619
300330	华虹计通	软件服务	上海	20120619
300331	苏大维格	元器件	江苏	20120628
300332	天壕环境	环境保护	北京	20120628
300333	兆日科技	元器件	深圳	20120628
300334	津膜科技	专用机械	天津	20120705
300335	迪森股份	供气供热	广东	20120710
300336	新文化	影视音像	上海	20120710
300337	银邦股份	铝	江苏	20120718
300338	开元仪器	电器仪表	湖南	20120726
300339	润和软件	软件服务	江苏	20120718
300340	科恒股份	元器件	广东	20120726
300341	麦迪电气	电气设备	福建	20120726
300342	天银机电	元器件	江苏	20120726
300343	联创互联	互联网	山东	20120801
300344	太空板业	其他建材	北京	20120801
300345	红宇新材	钢加工	湖南	20120801
300346	南大光电	元器件	江苏	20120807
300347	泰格医药	医疗保健	浙江	20120817
300348	长亮科技	软件服务	深圳	20120817
300349	金卡股份	电器仪表	浙江	20120817
300350	华鹏飞	仓储物流	深圳	20120821
300351	永贵电器	元器件	浙江	20120920
300352	北信源	软件服务	北京	20120912
300353	东土科技	通信设备	北京	20120927
300354	东华测试	电器仪表	江苏	20120920
300355	蒙草生态	环境保护	内蒙	20120927
300356	光一科技	电气设备	江苏	20121009
300357	我武生物	生物制药	浙江	20140121
300358	楚天科技	医疗保健	湖南	20140121
300359	全通教育	文教休闲	广东	20140121
300360	炬华科技	电器仪表	浙江	20140121
300362	天翔环境	环境保护	四川	20140121
300363	博腾股份	化学制药	重庆	20140129
300364	中文在线	出版业	北京	20150121
300365	恒华科技	软件服务	北京	20140123
300366	创意信息	软件服务	四川	20140127
300367	东方网力	电脑设备	北京	20140129
300368	汇金股份	专用机械	河北	20140123
300369	绿盟科技	软件服务	北京	20140129
300370	安控科技	电器仪表	北京	20140123
300371	汇中股份	电器仪表	河北	20140123
300373	扬杰科技	半导体	江苏	20140123
300374	恒通科技	其他建材	北京	20150319
300375	鹏翎股份	汽车配件	天津	20140127
300376	易事特	电气设备	广东	20140127
300377	赢时胜	软件服务	深圳	20140127
300378	鼎捷软件	软件服务	上海	20140127
300379	东方通	软件服务	北京	20140128
300380	安硕信息	软件服务	上海	20140128
300381	溢多利	饲料	广东	20140128
300382	斯莱克	专用机械	江苏	20140129
300383	光环新网	电信运营	北京	20140129
300384	三联虹普	纺织机械	北京	20140801
300385	雪浪环境	环境保护	江苏	20140626
300386	飞天诚信	软件服务	北京	20140626
300387	富邦股份	化工原料	湖北	20140702
300388	国祯环保	环境保护	安徽	20140801
300389	艾比森	半导体	深圳	20140801
300390	天华超净	电脑设备	江苏	20140731
300391	康跃科技	机械基件	山东	20140801
300392	腾信股份	互联网	北京	20140910
300393	中来股份	塑料	江苏	20140912
300394	天孚通信	通信设备	江苏	20150217
300395	菲利华	玻璃	湖北	20140910
300396	迪瑞医疗	医疗保健	吉林	20140910
300397	天和防务	通信设备	陕西	20140910
300398	飞凯材料	染料涂料	上海	20141009
300399	京天利	互联网	北京	20141009
300400	劲拓股份	专用机械	深圳	20141010
300401	花园生物	食品	浙江	20141009
300402	宝色股份	专用机械	江苏	20141010
300403	地尔汉宇	家用电器	广东	20141030
300404	博济医药	医疗保健	广东	20150424
300405	科隆精化	化工原料	辽宁	20141030
300406	九强生物	生物制药	北京	20141030
300407	凯发电气	电气设备	天津	20141203
300408	三环集团	元器件	广东	20141203
300409	道氏技术	陶瓷	广东	20141203
300410	正业科技	电器仪表	广东	20141231
300411	金盾股份	专用机械	浙江	20141231
300412	迦南科技	医疗保健	浙江	20141231
300413	快乐购	百货	湖南	20150121
300414	中光防雷	元器件	四川	20150513
300415	伊之密	专用机械	广东	20150123
300416	苏试试验	电器仪表	江苏	20150122
300417	南华仪器	电器仪表	广东	20150123
300418	昆仑万维	互联网	北京	20150121
300419	浩丰科技	软件服务	北京	20150122
300420	五洋科技	机械基件	江苏	20150217
300421	力星股份	机械基件	江苏	20150217
300422	博世科	环境保护	广西	20150217
300423	鲁亿通	电气设备	山东	20150217
300424	航新科技	航空	广东	20150422
300425	环能科技	环境保护	四川	20150216
300426	唐德影视	影视音像	浙江	20150217
300427	红相电力	电气设备	福建	20150217
300428	四通新材	铝	河北	20150319
300429	强力新材	化工原料	江苏	20150324
300430	诚益通	电器仪表	北京	20150319
300431	暴风集团	互联网	北京	20150324
300432	富临精工	汽车配件	四川	20150319
300433	蓝思科技	元器件	湖南	20150318
300434	金石东方	专用机械	四川	20150424
300435	中泰股份	机械基件	浙江	20150326
300436	广生堂	化学制药	福建	20150422
300437	清水源	化工原料	河南	20150423
300438	鹏辉能源	电气设备	广东	20150424
300439	美康生物	医疗保健	浙江	20150422
300440	运达科技	软件服务	四川	20150423
300441	鲍斯股份	机床制造	浙江	20150423
300442	普丽盛	轻工机械	上海	20150424
300443	金雷风电	专用机械	山东	20150422
300444	双杰电气	电气设备	北京	20150423
300445	康斯特	电器仪表	北京	20150424
300446	乐凯新材	化工原料	河北	20150423
300447	全信股份	电气设备	江苏	20150422
300448	浩云科技	软件服务	广东	20150424
300449	汉邦高科	电脑设备	北京	20150422
300450	先导智能	专用机械	江苏	20150518
300451	创业软件	软件服务	浙江	20150514
300452	山河药辅	化学制药	安徽	20150515
300453	三鑫医疗	医疗保健	江西	20150515
300455	康拓红外	运输设备	北京	20150515
300456	耐威科技	元器件	北京	20150514
300457	赢合科技	专用机械	深圳	20150514
300458	全志科技	元器件	广东	20150515
300459	金科娱乐	化工原料	浙江	20150515
300460	惠伦晶体	元器件	广东	20150515
300461	田中精机	专用机械	浙江	20150519
300462	华铭智能	专用机械	上海	20150527
300463	迈克生物	医疗保健	四川	20150528
300464	星徽精密	机械基件	广东	20150610
300465	高伟达	软件服务	北京	20150528
300466	赛摩电气	电器仪表	江苏	20150528
300467	迅游科技	互联网	四川	20150527
300468	四方精创	软件服务	深圳	20150527
300469	信息发展	软件服务	上海	20150611
300470	日机密封	机械基件	四川	20150612
300471	厚普股份	专用机械	四川	20150611
300472	新元科技	专用机械	北京	20150611
300473	德尔股份	汽车配件	辽宁	20150612
300474	景嘉微	元器件	湖南	20160331
300475	聚隆科技	专用机械	安徽	20150610
300476	胜宏科技	元器件	广东	20150611
300477	合纵科技	电气设备	北京	20150610
300478	杭州高新	橡胶	浙江	20150610
300479	神思电子	软件服务	山东	20150612
300480	光力科技	电器仪表	河南	20150702
300481	濮阳惠成	化工原料	河南	20150630
300482	万孚生物	生物制药	广东	20150630
300483	沃施股份	专用机械	上海	20150630
300484	蓝海华腾	电气设备	深圳	20160322
300485	赛升药业	生物制药	北京	20150626
300486	东杰智能	专用机械	山西	20150630
300487	蓝晓科技	化工原料	陕西	20150702
300488	恒锋工具	机械基件	浙江	20150701
300489	中飞股份	铝	黑龙江	20150701
300490	华自科技	电气设备	湖南	20151231
300491	通合科技	电气设备	河北	20151231
300492	山鼎设计	建筑施工	四川	20151223
300493	润欣科技	通信设备	上海	20151210
300494	盛天网络	互联网	湖北	20151231
300495	美尚生态	建筑施工	江苏	20151222
300496	中科创达	软件服务	北京	20151210
300497	富祥股份	化学制药	江西	20151222
300498	温氏股份	农业综合	广东	20151102
300499	高澜股份	专用机械	广东	20160202
300500	启迪设计	建筑施工	江苏	20160204
300501	海顺新材	广告包装	上海	20160204
300502	新易盛	通信设备	四川	20160303
300503	昊志机电	机械基件	广东	20160309
300505	川金诺	化工原料	云南	20160315
300506	名家汇	建筑施工	深圳	20160324
300507	苏奥传感	汽车配件	江苏	20160429
300508	维宏股份	软件服务	上海	20160419
300509	新美星	专用机械	江苏	20160425
300510	金冠电气	电气设备	吉林	20160506
300511	雪榕生物	种植业	上海	20160504
300512	中亚股份	专用机械	浙江	20160526
300513	恒泰实达	软件服务	北京	20160530
300515	三德科技	电器仪表	湖南	20160608
300516	久之洋	电器仪表	湖北	20160602
300517	海波重科	建筑施工	湖北	20160719
300518	盛讯达	软件服务	深圳	20160624
300519	新光药业	中成药	浙江	20160624
300520	科大国创	软件服务	安徽	20160708
300521	爱司凯	专用机械	广东	20160705
300522	世名科技	染料涂料	江苏	20160705
300523	辰安科技	软件服务	北京	20160726
300525	博思软件	软件服务	福建	20160726
300526	中潜股份	专用机械	广东	20160802
300527	华舟应急	专用机械	湖北	20160805
300528	幸福蓝海	影视音像	江苏	20160808
300529	健帆生物	医疗保健	广东	20160802
300530	达志科技	化工原料	广东	20160809
300531	优博讯	软件服务	深圳	20160809
300532	今天国际	软件服务	深圳	20160818
300533	冰川网络	软件服务	深圳	20160818
300534	陇神戎发	中成药	甘肃	20160913
300535	达威股份	化工原料	四川	20160812
300536	农尚环境	建筑施工	湖北	20160920
300537	广信材料	染料涂料	江苏	20160830
300538	同益股份	批发业	深圳	20160826
300539	横河模具	塑料	浙江	20160830
300540	深冷股份	专用机械	四川	20160823
300541	先进数通	软件服务	北京	20160913
300542	新晨科技	软件服务	北京	20160920
300543	朗科智能	电气设备	深圳	20160908
300545	联得装备	专用机械	深圳	20160928
300546	雄帝科技	元器件	深圳	20160928
300547	川环科技	橡胶	四川	20160930
300548	博创科技	元器件	浙江	20161012
300549	优德精密	专用机械	江苏	20160930
300550	和仁科技	软件服务	浙江	20161018
300551	古鳌科技	专用机械	上海	20161018
300552	万集科技	软件服务	北京	20161021
300553	集智股份	电器仪表	浙江	20161021
300555	路通视信	通信设备	江苏	20161018
300556	丝路视觉	软件服务	深圳	20161104
300557	理工光科	电器仪表	湖北	20161101
300558	贝达药业	化学制药	浙江	20161107
300559	佳发安泰	软件服务	四川	20161101
300560	中富通	通信设备	福建	20161101
300561	汇金科技	软件服务	广东	20161117
300562	乐心医疗	医疗保健	广东	20161116
300563	神宇股份	通信设备	江苏	20161114
300565	科信技术	通信设备	深圳	20161122
300566	激智科技	元器件	浙江	20161115
300567	精测电子	电器仪表	湖北	20161122
300568	星源材质	化工原料	深圳	20161201
300569	天能重工	专用机械	山东	20161125
300570	太辰光	元器件	深圳	20161206
300571	平治信息	互联网	浙江	20161213
300572	安车检测	电器仪表	深圳	20161206
300573	兴齐眼药	化学制药	辽宁	20161208
300575	中旗股份	农药化肥	江苏	20161220
300576	容大感光	染料涂料	深圳	20161220
300577	开润股份	纺织	安徽	20161221
300578	会畅通讯	通信设备	上海	20170125
300579	数字认证	软件服务	北京	20161223
300580	贝斯特	汽车配件	江苏	20170111
300581	晨曦航空	航空	陕西	20161220
300582	英飞特	半导体	浙江	20161228
300583	赛托生物	生物制药	山东	20170106
300584	海辰药业	化学制药	江苏	20170112
300585	奥联电子	汽车配件	江苏	20161229
300586	美联新材	化工原料	广东	20170104
300587	天铁股份	橡胶	浙江	20170105
300588	熙菱信息	软件服务	新疆	20170105
300589	江龙船艇	船舶	广东	20170113
300590	移为通信	通信设备	上海	20170111
300591	万里马	服饰	广东	20170110
300592	华凯创意	软件服务	湖南	20170120
300593	新雷能	电气设备	北京	20170113
300595	欧普康视	医疗保健	安徽	20170117
300596	利安隆	化工原料	天津	20170119
300597	吉大通信	通信设备	吉林	20170123
300598	诚迈科技	软件服务	江苏	20170120
300599	雄塑科技	塑料	广东	20170123
300600	瑞特股份	电气设备	江苏	20170125
300601	康泰生物	生物制药	深圳	20170207
300602	飞荣达	元器件	深圳	20170126
300603	立昂技术	通信设备	新疆	20170126
300605	恒锋信息	软件服务	福建	20170208
300606	金太阳	矿物制品	广东	20170208
300607	拓斯达	专用机械	广东	20170209
300608	思特奇	软件服务	北京	20170213
300609	汇纳科技	互联网	上海	20170215
300610	晨化股份	化工原料	江苏	20170213
300611	美力科技	机械基件	浙江	20170220
300612	宣亚国际	广告包装	北京	20170215
300613	富瀚微	半导体	上海	20170220
300615	欣天科技	元器件	深圳	20170215
300616	尚品宅配	家居用品	广东	20170307
300617	安靠智电	电气设备	江苏	20170228
300618	寒锐钴业	小金属	江苏	20170306
300619	金银河	专用机械	广东	20170301
300620	光库科技	元器件	广东	20170310
300621	维业股份	装修装饰	深圳	20170316
300622	博士眼镜	其他商业	深圳	20170315
300623	捷捷微电	半导体	江苏	20170314
300625	三雄极光	半导体	广东	20170317
300626	N华瑞	电气设备	浙江	20170320
300628	亿联网络	通信设备	福建	20170317
000033	*ST新都	酒店餐饮	深圳	19940103
000155	*ST川化	农药化肥	四川	20000926
002774	快意电梯	运输设备	广东	--  
002855	捷荣技术	元器件	广东	--  
002857	三晖电气	电器仪表	河南	--  
002858	力盛赛车	文教休闲	上海	--  
002859	洁美科技	元器件	浙江	--  
300372	欣泰电气	电气设备	辽宁	20140127
300627	华测导航	通信设备	上海	--  
300629	新劲刚	矿物制品	广东	--  
300630	普利制药	化学制药	海南	--  
300631	久吾高科	化工原料	江苏	--  
300632	光莆股份			--  
300633	开立医疗	医疗保健	深圳	--  
300635	达安股份	房产服务	广东	--  
300636	同和药业	化学制药	江西	--  
600000	浦发银行	银行	上海	19991110
600004	白云机场	机场	广东	20030428
600006	东风汽车	汽车整车	湖北	19990727
600007	中国国贸	园区开发	北京	19990312
600008	首创股份	环境保护	北京	20000427
600009	上海机场	机场	上海	19980218
600010	包钢股份	普钢	内蒙	20010309
600011	华能国际	火力发电	北京	20011206
600012	皖通高速	路桥	安徽	20030107
600015	华夏银行	银行	北京	20030912
600016	民生银行	银行	北京	20001219
600017	日照港	港口	山东	20061017
600018	上港集团	港口	上海	20061026
600019	宝钢股份	普钢	上海	20001212
600020	中原高速	路桥	河南	20030808
600021	上海电力	火力发电	上海	20031029
600022	山东钢铁	普钢	山东	20040629
600023	浙能电力	火力发电	浙江	20131219
600026	中远海能	水运	上海	20020523
600027	华电国际	火力发电	山东	20050203
600028	中国石化	石油加工	北京	20010808
600029	南方航空	空运	广东	20030725
600030	中信证券	证券	深圳	20030106
600031	三一重工	工程机械	湖南	20030703
600033	福建高速	路桥	福建	20010209
