代码	名称	细分行业	地区	上市日期
600811	东方集团	综合类	黑龙江	19940106
600812	华北制药	化学制药	河北	19940114
600814	杭州解百	百货	浙江	19940114
600815	厦工股份	工程机械	福建	19940128
600816	安信信托	多元金融	上海	19940128
600817	*ST宏盛	多元金融	陕西	19940128
600818	中路股份	文教休闲	上海	19940128
600819	耀皮玻璃	玻璃	上海	19940128
600820	隧道股份	建筑施工	上海	19940128
600821	津劝业	百货	天津	19940128
600822	上海物贸	商贸代理	上海	19940204
600823	世茂股份	全国地产	上海	19940204
600824	益民集团	百货	上海	19940204
600825	新华传媒	出版业	上海	19940204
600826	兰生股份	商贸代理	上海	19940204
600827	百联股份	超市连锁	上海	19940204
600828	茂业商业	百货	四川	19940224
600829	人民同泰	医药商业	黑龙江	19940224
600830	香溢融通	多元金融	浙江	19940224
600831	广电网络	影视音像	陕西	19940224
600833	第一医药	医药商业	上海	19940224
600834	申通地铁	公共交通	上海	19940224
600835	上海机电	运输设备	上海	19940224
600836	界龙实业	广告包装	上海	19940224
600837	海通证券	证券	上海	19940224
600838	上海九百	百货	上海	19940224
600839	四川长虹	家用电器	四川	19940311
600841	上柴股份	机械基件	上海	19940311
600843	上工申贝	纺织机械	上海	19940311
600844	丹化科技	化工原料	上海	19940311
600845	宝信软件	软件服务	上海	19940311
600846	同济科技	综合类	上海	19940311
600847	万里股份	电气设备	重庆	19940324
600848	上海临港	园区开发	上海	19940324
600850	华东电脑	软件服务	上海	19940324
600851	海欣股份	纺织	上海	19940404
600853	龙建股份	建筑施工	黑龙江	19940404
600854	春兰股份	家用电器	江苏	19940425
600855	航天长峰	专用机械	北京	19940425
600856	中天能源	供气供热	吉林	19940425
600857	宁波中百	百货	浙江	19940425
600858	银座股份	百货	山东	19940506
600859	王府井	百货	北京	19940506
600860	京城股份	专用机械	北京	19940506
600861	北京城乡	百货	北京	19940520
600862	中航高科	航空	江苏	19940520
600863	内蒙华电	火力发电	内蒙	19940520
600864	哈投股份	火力发电	黑龙江	19940809
600865	百大集团	百货	浙江	19940809
600866	*ST星湖	食品	广东	19940818
600867	通化东宝	生物制药	吉林	19940824
600868	梅雁吉祥	水力发电	广东	19940912
600869	智慧能源	电气设备	青海	19950206
600870	厦华电子	家用电器	福建	19950228
600871	石化油服	石油开采	北京	19950411
600872	中炬高新	食品	广东	19950124
600873	梅花生物	食品	西藏	19950217
600874	创业环保	环境保护	天津	19950630
600875	东方电气	电气设备	四川	19951010
600876	洛阳玻璃	玻璃	河南	19951031
600877	中国嘉陵	摩托车	重庆	19951013
600879	航天电子	航空	湖北	19951115
600880	博瑞传播	广告包装	四川	19951115
600881	亚泰集团	水泥	吉林	19951115
600882	广泽股份	乳制品	上海	19951206
600883	博闻科技	水泥	云南	19951208
600884	杉杉股份	服饰	浙江	19960130
600885	宏发股份	电气设备	湖北	19960205
600886	国投电力	水力发电	北京	19960118
600887	伊利股份	乳制品	内蒙	19960312
600888	新疆众和	铝	新疆	19960215
600889	南京化纤	化纤	江苏	19960308
600890	中房股份	区域地产	北京	19960318
600891	秋林集团	百货	黑龙江	19960325
600892	大晟文化	影视音像	深圳	19960315
600893	中航动力	航空	陕西	19960408
600894	广日股份	运输设备	广东	19960328
600895	张江高科	园区开发	上海	19960422
600896	览海投资	水运	海南	19960503
600897	厦门空港	机场	福建	19960531
600898	三联商社	电器连锁	山东	19960418
600900	长江电力	水力发电	北京	20031118
600908	无锡银行	银行	江苏	20160923
600909	华安证券	证券	安徽	20161206
600917	重庆燃气	供气供热	重庆	20140930
600919	江苏银行	银行	江苏	20160802
600926	杭州银行	银行	浙江	20161027
600936	广西广电	影视音像	广西	20160815
600939	重庆建工	建筑施工	重庆	20170221
600958	东方证券	证券	上海	20150323
600959	江苏有线	影视音像	江苏	20150428
600960	渤海活塞	汽车配件	山东	20040407
600961	株冶集团	铅锌	湖南	20040830
600962	国投中鲁	软饮料	北京	20040622
600963	岳阳林纸	造纸	湖南	20040525
600965	福成股份	农业综合	河北	20040713
600966	博汇纸业	造纸	山东	20040608
600967	北方创业	运输设备	内蒙	20040518
600969	郴电国际	水力发电	湖南	20040408
600970	中材国际	建筑施工	江苏	20050412
600971	恒源煤电	煤炭开采	安徽	20040817
600973	宝胜股份	电气设备	江苏	20040802
600975	新五丰	农业综合	湖南	20040609
600976	健民集团	中成药	湖北	20040419
600977	中国电影	影视音像	北京	20160809
600978	宜华生活	家居用品	广东	20040824
600979	广安爱众	水力发电	四川	20040906
600980	北矿科技	元器件	北京	20040512
600981	汇鸿集团	商贸代理	江苏	20040630
600982	宁波热电	供气供热	浙江	20040706
600983	惠而浦	家用电器	安徽	20040727
600984	建设机械	工程机械	陕西	20040707
600985	雷鸣科化	化工原料	安徽	20040428
600986	科达股份	互联网	山东	20040426
600987	航民股份	纺织	浙江	20040809
600988	赤峰黄金	黄金	内蒙	20040414
600990	四创电子	通信设备	安徽	20040510
600992	贵绳股份	钢加工	贵州	20040514
600993	马应龙	中成药	湖北	20040517
600995	文山电力	水力发电	云南	20040615
600996	贵广网络	影视音像	贵州	20161226
600997	开滦股份	煤炭开采	河北	20040602
600998	九州通	医药商业	湖北	20101102
600999	招商证券	证券	深圳	20091117
601000	唐山港	港口	河北	20100705
601001	大同煤业	煤炭开采	山西	20060623
601002	晋亿实业	机械基件	浙江	20070126
601003	柳钢股份	普钢	广西	20070227
601005	重庆钢铁	普钢	重庆	20070228
601006	大秦铁路	铁路	山西	20060801
601007	金陵饭店	酒店餐饮	江苏	20070406
601008	连云港	港口	江苏	20070426
601009	南京银行	银行	江苏	20070719
601010	文峰股份	超市连锁	江苏	20110603
601011	宝泰隆	焦炭加工	黑龙江	20110309
601012	隆基股份	半导体	陕西	20120411
601015	陕西黑猫	焦炭加工	陕西	20141105
601016	节能风电	新型电力	北京	20140929
601018	宁波港	港口	浙江	20100928
601020	华钰矿业	铅锌	西藏	20160316
601021	春秋航空	空运	上海	20150121
601028	玉龙股份	钢加工	江苏	20111107
601038	一拖股份	农用机械	河南	20120808
601058	赛轮金宇	汽车配件	山东	20110630
601069	西部黄金	黄金	新疆	20150122
601088	中国神华	煤炭开采	北京	20071009
601098	中南传媒	出版业	湖南	20101028
601099	太平洋	证券	云南	20071228
601100	恒立液压	工程机械	江苏	20111028
601101	昊华能源	煤炭开采	北京	20100331
601106	中国一重	工程机械	黑龙江	20100209
601107	四川成渝	路桥	四川	20090727
601111	中国国航	空运	北京	20060818
601113	华鼎股份	化纤	浙江	20110509
601116	三江购物	超市连锁	浙江	20110302
601117	中国化学	建筑施工	北京	20100107
601118	海南橡胶	橡胶	海南	20110107
601126	四方股份	电气设备	北京	20101231
601127	小康股份	汽车配件	重庆	20160615
601128	常熟银行	银行	江苏	20160930
601137	博威合金	铜	浙江	20110127
601139	深圳燃气	供气供热	深圳	20091225
601155	新城控股	区域地产	江苏	20151204
601158	重庆水务	水务	重庆	20100329
601163	三角轮胎	汽车配件	山东	20160909
601166	兴业银行	银行	福建	20070205
601168	西部矿业	铜	青海	20070712
601169	北京银行	银行	北京	20070919
601177	杭齿前进	机械基件	浙江	20101011
601179	中国西电	电气设备	陕西	20100128
601186	中国铁建	建筑施工	北京	20080310
601188	龙江交通	路桥	黑龙江	20100319
601198	东兴证券	证券	北京	20150226
601199	江南水务	水务	江苏	20110317
601208	东材科技	化工原料	四川	20110520
601211	国泰君安	证券	上海	20150626
601212	白银有色	铜	甘肃	20170215
601216	君正集团	化工原料	内蒙	20110222
601218	吉鑫科技	机械基件	江苏	20110506
601222	林洋能源	电器仪表	江苏	20110808
601225	陕西煤业	煤炭开采	陕西	20140128
601226	华电重工	专用机械	北京	20141211
601229	上海银行	银行	上海	20161116
601231	环旭电子	元器件	上海	20120220
601233	桐昆股份	化纤	浙江	20110518
601238	广汽集团	汽车整车	广东	20120329
601258	庞大集团	汽车服务	河北	20110428
601288	农业银行	银行	北京	20100715
601311	骆驼股份	电气设备	湖北	20110602
601313	江南嘉捷	运输设备	江苏	20120116
601318	中国平安	保险	深圳	20070301
601328	交通银行	银行	上海	20070515
601333	广深铁路	铁路	深圳	20061222
601336	新华保险	保险	北京	20111216
601339	百隆东方	纺织	浙江	20120612
601368	绿城水务	水务	广西	20150612
601369	陕鼓动力	机械基件	陕西	20100428
601375	中原证券	证券	河南	20170103
601377	兴业证券	证券	福建	20101013
601388	怡球资源	铝	江苏	20120423
601390	中国中铁	建筑施工	北京	20071203
601398	工商银行	银行	北京	20061027
601500	通用股份	汽车配件	江苏	20160919
601515	东风股份	广告包装	广东	20120216
601518	吉林高速	路桥	吉林	20100319
601519	大智慧	软件服务	上海	20110128
601555	东吴证券	证券	江苏	20111212
601558	华锐风电	电气设备	北京	20110113
601566	九牧王	服饰	福建	20110530
601567	三星医疗	电器仪表	浙江	20110615
601579	会稽山	红黄药酒	浙江	20140825
601588	北辰实业	区域地产	北京	20061016
601595	上海电影	影视音像	上海	20160817
601599	鹿港文化	影视音像	江苏	20110527
601600	中国铝业	铝	北京	20070430
601601	中国太保	保险	上海	20071225
601607	上海医药	医药商业	上海	19940324
601608	中信重工	专用机械	河南	20120706
601611	中国核建	建筑施工	北京	20160606
601616	广电电气	电气设备	上海	20110201
601618	中国中冶	建筑施工	北京	20090921
601628	中国人寿	保险	北京	20070109
601633	长城汽车	汽车整车	河北	20110928
601636	旗滨集团	玻璃	湖南	20110812
601666	平煤股份	煤炭开采	河南	20061123
601668	中国建筑	建筑施工	北京	20090729
601669	中国电建	建筑施工	北京	20111018
601677	明泰铝业	铝	河南	20110919
601678	滨化股份	化工原料	山东	20100223
601688	华泰证券	证券	江苏	20100226
601689	拓普集团	汽车配件	浙江	20150319
601699	潞安环能	煤炭开采	山西	20060922
601700	风范股份	电气设备	江苏	20110118
601717	郑煤机	工程机械	河南	20100803
601718	际华集团	服饰	北京	20100816
601727	上海电气	电气设备	上海	20081205
601766	中国中车	运输设备	北京	20080818
601777	力帆股份	摩托车	重庆	20101125
601788	光大证券	证券	上海	20090818
601789	宁波建工	建筑施工	浙江	20110816
601798	蓝科高新	化工机械	甘肃	20110622
601799	星宇股份	汽车配件	江苏	20110201
601800	中国交建	建筑施工	北京	20120309
601801	皖新传媒	出版业	安徽	20100118
601808	中海油服	石油开采	天津	20070928
601811	新华文轩	出版业	四川	20160808
601818	光大银行	银行	北京	20100818
601857	中国石油	石油开采	北京	20071105
601858	中国科传	出版业	北京	20170118
601866	中远海发	水运	上海	20071212
601872	招商轮船	水运	上海	20061201
601877	正泰电器	电气设备	浙江	20100121
601880	大连港	港口	辽宁	20101206
601881	中国银河	证券	北京	20170123
601882	海天精工	机床制造	浙江	20161107
601886	江河集团	装修装饰	北京	20110818
601888	中国国旅	旅游服务	北京	20091015
601890	亚星锚链	船舶	江苏	20101228
601898	中煤能源	煤炭开采	北京	20080201
601899	紫金矿业	黄金	福建	20080425
601900	南方传媒	出版业	广东	20160215
601901	方正证券	证券	湖南	20110810
601908	京运通	半导体	北京	20110908
601918	*ST新集	煤炭开采	安徽	20071219
601919	中远海控	水运	天津	20070626
601928	凤凰传媒	出版业	江苏	20111130
601929	吉视传媒	影视音像	吉林	20120223
601933	永辉超市	超市连锁	福建	20101215
601939	建设银行	银行	北京	20070925
601958	金钼股份	小金属	陕西	20080417
601965	中国汽研	汽车服务	重庆	20120611
601966	玲珑轮胎	汽车配件	山东	20160706
601968	宝钢包装	广告包装	上海	20150611
601969	海南矿业	普钢	海南	20141209
601985	中国核电	新型电力	北京	20150610
601988	中国银行	银行	北京	20060705
601989	中国重工	船舶	北京	20091216
601991	大唐发电	火力发电	北京	20061220
601992	金隅股份	水泥	北京	20110301
601996	丰林集团	林业	广西	20110929
601997	贵阳银行	银行	贵州	20160816
601998	中信银行	银行	北京	20070427
601999	出版传媒	出版业	辽宁	20071221
603000	人民网	互联网	北京	20120427
603001	奥康国际	服饰	浙江	20120426
603002	宏昌电子	化工原料	广东	20120518
603003	龙宇燃油	石油贸易	上海	20120817
603005	晶方科技	半导体	江苏	20140210
603006	联明股份	汽车配件	上海	20140630
603007	花王股份	建筑施工	江苏	20160826
603008	喜临门	家居用品	浙江	20120717
603009	北特科技	汽车配件	上海	20140718
603010	万盛股份	化工原料	浙江	20141010
603011	合锻智能	机床制造	安徽	20141107
603012	创力集团	专用机械	上海	20150320
603015	弘讯科技	电气设备	浙江	20150303
603016	新宏泰	电气设备	江苏	20160701
603017	中衡设计	建筑施工	江苏	20141231
603018	中设集团	建筑施工	江苏	20141013
603019	中科曙光	电脑设备	天津	20141106
603020	爱普股份	食品	上海	20150325
603021	山东华鹏	玻璃	山东	20150423
603022	新通联	广告包装	上海	20150518
603023	威帝股份	汽车配件	黑龙江	20150527
603025	大豪科技	电脑设备	北京	20150422
603026	石大胜华	化工原料	山东	20150529
603027	千禾味业	食品	四川	20160307
603028	赛福天	钢加工	江苏	20160331
603029	天鹅股份	专用机械	山东	20160427
603030	全筑股份	装修装饰	上海	20150320
603031	安德利	百货	安徽	20160822
603032	德新交运	公路	新疆	20170105
603033	三维股份	橡胶	浙江	20161207
603035	常熟汽饰	汽车配件	江苏	20170105
603036	如通股份	专用机械	江苏	20161209
603037	凯众股份	汽车配件	上海	20170120
603038	华立股份	装修装饰	广东	20170116
603039	泛微网络	软件服务	上海	20170113
603040	新坐标	机械基件	浙江	20170209
603058	永吉股份	广告包装	贵州	20161223
603060	国检集团	建筑施工	北京	20161109
603066	音飞储存	专用机械	江苏	20150611
603067	振华股份	化工原料	湖北	20160913
603069	海汽集团	公路	海南	20160712
603077	和邦生物	化工原料	四川	20120731
603085	天成自控	专用机械	浙江	20150630
603088	宁波精达	专用机械	浙江	20141111
603089	正裕工业	汽车配件	浙江	20170126
603090	宏盛股份	专用机械	江苏	20160831
603098	森特股份	装修装饰	北京	20161216
603099	长白山	旅游服务	吉林	20140822
603100	川仪股份	电器仪表	重庆	20140805
603101	汇嘉时代	百货	新疆	20160506
603108	润达医疗	医药商业	上海	20150527
603111	康尼机电	运输设备	江苏	20140801
603116	红蜻蜓	服饰	浙江	20150629
603117	万林股份	仓储物流	江苏	20150629
603118	共进股份	通信设备	深圳	20150225
603123	翠微股份	百货	北京	20120503
603126	中材节能	环境保护	天津	20140731
603128	华贸物流	仓储物流	上海	20120529
603131	上海沪工	专用机械	上海	20160607
603133	N碳元	矿物制品	江苏	20170320
603138	海量数据	软件服务	北京	20170306
603158	腾龙股份	汽车配件	江苏	20150320
603159	上海亚虹	专用机械	上海	20160812
603160	汇顶科技	元器件	深圳	20161017
603165	荣晟环保	造纸	浙江	20170117
603166	福达股份	汽车配件	广西	20141127
603167	渤海轮渡	水运	山东	20120906
603168	莎普爱思	化学制药	浙江	20140702
603169	兰石重装	专用机械	甘肃	20141009
603177	德创环保	环境保护	浙江	20170207
603179	新泉股份	汽车配件	江苏	20170317
603186	华正新材	元器件	浙江	20170103
603188	亚邦股份	染料涂料	江苏	20140909
603189	网达软件	软件服务	上海	20160914
603198	迎驾贡酒	白酒	安徽	20150528
603199	九华旅游	旅游服务	安徽	20150326
603203	快克股份	专用机械	江苏	20161108
603208	江山欧派	家居用品	浙江	20170210
603218	日月股份	工程机械	浙江	20161228
603222	济民制药	化学制药	浙江	20150217
603223	恒通股份	公路	山东	20150630
603227	雪峰科技	化工原料	新疆	20150515
603228	景旺电子	元器件	深圳	20170106
603238	诺邦股份	纺织	浙江	20170222
603239	浙江仙通	汽车配件	浙江	20161230
603258	电魂网络	互联网	浙江	20161026
603266	天龙股份	塑料	浙江	20170110
603268	松发股份	陶瓷	广东	20150319
603288	海天味业	食品	广东	20140211
603298	杭叉集团	专用机械	浙江	20161227
603299	井神股份	化工原料	江苏	20151231
603300	华铁科技	钢加工	浙江	20150529
603306	华懋科技	汽车配件	福建	20140926
603308	应流股份	专用机械	安徽	20140122
603309	维力医疗	医疗保健	广东	20150302
603311	金海环境	专用机械	浙江	20150518
603313	梦百合	家居用品	江苏	20161013
603315	福鞍股份	机械基件	辽宁	20150424
603318	派思股份	专用机械	辽宁	20150424
603319	湘油泵	汽车配件	湖南	20161130
603322	超讯通信	通信设备	广东	20160728
603323	吴江银行	银行	江苏	20161129
603328	依顿电子	元器件	广东	20140701
603330	上海天洋	塑料	上海	20170213
603333	明星电缆	电气设备	四川	20120507
603336	宏辉果蔬	农业综合	广东	20161124
603337	杰克股份	纺织机械	浙江	20170119
603338	浙江鼎力	专用机械	浙江	20150325
603339	四方冷链	专用机械	江苏	20160519
603345	安井食品	食品	福建	20170222
603355	莱克电气	家用电器	江苏	20150513
603358	华达科技	汽车配件	江苏	20170125
603360	百傲化学	化工原料	辽宁	20170206
603366	日出东方	家用电器	江苏	20120521
603368	柳州医药	医药商业	广西	20141204
603369	今世缘	白酒	江苏	20140703
603377	东方时尚	汽车服务	北京	20160205
603389	亚振家居	家居用品	江苏	20161215
603393	新天然气	供气供热	新疆	20160912
603398	邦宝益智	文教休闲	广东	20151209
603399	新华龙	小金属	辽宁	20120824
603416	信捷电气	电气设备	江苏	20161221
603421	鼎信通讯	通信设备	山东	20161011
603429	集友股份	广告包装	安徽	20170124
603444	吉比特	互联网	福建	20170104
603456	九洲药业	化学制药	浙江	20141010
603508	思维列控	软件服务	河南	20151224
603515	欧普照明	电气设备	上海	20160819
603517	绝味食品	食品	湖南	20170317
603518	维格娜丝	服饰	江苏	20141203
603519	立霸股份	家用电器	江苏	20150319
603520	司太立	化学制药	浙江	20160309
603528	多伦科技	软件服务	江苏	20160503
603555	贵人鸟	服饰	福建	20140124
603556	海兴电力	电器仪表	浙江	20161110
603558	健盛集团	纺织	浙江	20150127
603559	中通国脉	通信设备	吉林	20161202
603566	普莱柯	生物制药	河南	20150518
603567	珍宝岛	中成药	黑龙江	20150424
603568	伟明环保	环境保护	浙江	20150528
603569	长久物流	仓储物流	北京	20160810
603577	汇金通	钢加工	山东	20161222
603578	三星新材	玻璃	浙江	20170306
603579	荣泰健康	医疗保健	上海	20170111
603585	苏利股份	化工原料	江苏	20161214
603588	高能环境	环境保护	北京	20141229
603589	口子窖	白酒	安徽	20150629
603598	引力传媒	影视音像	北京	20150527
603599	广信股份	农药化肥	安徽	20150513
603600	永艺股份	家居用品	浙江	20150123
603601	再升科技	玻璃	重庆	20150122
603603	博天环境	环境保护	北京	20170217
603606	东方电缆	电气设备	浙江	20141015
603608	天创时尚	服饰	广东	20160218
603609	禾丰牧业	饲料	辽宁	20140808
603611	诺力股份	运输设备	浙江	20150128
603615	茶花股份	塑料	福建	20170213
603616	韩建河山	其他建材	北京	20150611
603618	杭电股份	电气设备	浙江	20150217
603626	科森科技	专用机械	江苏	20170209
603628	清源股份	电气设备	福建	20170112
603630	拉芳家化	日用化工	广东	20170313
603633	徕木股份	元器件	上海	20161117
603636	南威软件	软件服务	福建	20141230
603637	镇海股份	建筑施工	浙江	20170208
603638	艾迪精密	专用机械	山东	20170120
603639	海利尔	农药化肥	山东	20170112
603658	安图生物	医疗保健	河南	20160901
603660	苏州科达	通信设备	江苏	20161201
603663	三祥新材	矿物制品	福建	20160801
603665	康隆达	纺织	浙江	20170313
603667	五洲新春	机械基件	浙江	20161025
603668	天马科技	饲料	福建	20170117
603669	灵康药业	化学制药	西藏	20150528
603677	奇精机械	机械基件	浙江	20170206
603678	火炬电子	元器件	福建	20150126
603686	龙马环卫	专用机械	福建	20150126
603688	石英股份	矿物制品	江苏	20141031
603689	皖天然气	供气供热	安徽	20170110
603690	至纯科技	专用机械	上海	20170113
603696	安记食品	食品	福建	20151209
603698	航天工程	专用机械	北京	20150128
603699	纽威股份	专用机械	江苏	20140117
603701	德宏股份	汽车配件	浙江	20160412
603703	盛洋科技	电气设备	浙江	20150423
603708	家家悦	超市连锁	山东	20161213
603716	塞力斯	医药商业	湖北	20161031
603718	海利生物	生物制药	上海	20150515
603726	朗迪集团	机械基件	浙江	20160421
603727	博迈科	石油开采	天津	20161122
603729	龙韵股份	广告包装	上海	20150324
603737	三棵树	染料涂料	福建	20160603
603738	泰晶科技	元器件	湖北	20160928
603766	隆鑫通用	摩托车	重庆	20120810
603777	来伊份	其他商业	上海	20161012
603778	乾景园林	建筑施工	北京	20151231
603779	威龙股份	红黄药酒	山东	20160516
603788	宁波高发	汽车配件	浙江	20150120
603789	星光农机	农用机械	浙江	20150427
603798	康普顿	石油加工	山东	20160406
603799	华友钴业	小金属	浙江	20150129
603800	道森股份	专用机械	江苏	20151210
603806	福斯特	塑料	浙江	20140905
603808	歌力思	服饰	深圳	20150422
603811	诚意药业	化学制药	浙江	20170315
603816	顾家家居	家居用品	浙江	20161014
603817	海峡环保	环境保护	福建	20170220
603818	曲美家居	家居用品	北京	20150422
603819	神力股份	电气设备	江苏	20161125
603822	嘉澳环保	环境保护	浙江	20160428
603823	百合花	染料涂料	浙江	20161220
603828	柯利达	装修装饰	江苏	20150226
603838	四通股份	陶瓷	广东	20150701
603839	安正时尚	服饰	浙江	20170214
603843	正平股份	建筑施工	青海	20160905
603858	步长制药	中成药	山东	20161118
603859	能科股份	软件服务	北京	20161021
603861	白云电器	电气设备	广东	20160322
603866	桃李面包	食品	辽宁	20151222
603868	飞科电器	家用电器	上海	20160418
603869	北部湾旅	旅游服务	广西	20150326
603877	太平鸟	服饰	浙江	20170109
603878	武进不锈	钢加工	江苏	20161219
603881	数据港	互联网	上海	20170208
603883	老百姓	医药商业	湖南	20150423
603885	吉祥航空	空运	上海	20150527
603886	元祖股份	食品	上海	20161228
603887	城地股份	建筑施工	上海	20161010
603888	新华网	互联网	北京	20161028
603889	新澳股份	纺织	浙江	20141231
603898	好莱客	家居用品	广东	20150217
603899	晨光文具	文教休闲	上海	20150127
603900	通灵珠宝	服饰	江苏	20161123
603901	永创智能	专用机械	浙江	20150529
603903	中持股份	环境保护	北京	20170314
603908	牧高笛	纺织	浙江	20170307
603909	合诚股份	建筑施工	福建	20160628
603918	金桥信息	软件服务	上海	20150528
603919	金徽酒	白酒	甘肃	20160310
603928	兴业股份	化工原料	江苏	20161212
603929	亚翔集成	装修装饰	江苏	20161230
603936	博敏电子	元器件	广东	20151209
603939	益丰药房	医药商业	湖南	20150217
603955	大千生态	建筑施工	江苏	20170310
603958	哈森股份	服饰	江苏	20160629
603959	百利科技	建筑施工	湖南	20160517
603960	克来机电	专用机械	上海	20170314
603966	法兰泰克	机械基件	江苏	20170125
603968	醋化股份	化工原料	江苏	20150518
603969	银龙股份	其他建材	天津	20150227
603977	国泰集团	化工原料	江西	20161111
603979	金诚信	建筑施工	北京	20150630
603986	兆易创新	半导体	北京	20160818
603987	康德莱	医疗保健	上海	20161121
603988	中电电机	电气设备	江苏	20141104
603989	艾华集团	元器件	湖南	20150515
603990	麦迪科技	软件服务	江苏	20161208
603991	至正股份	塑料	上海	20170308
603993	洛阳钼业	小金属	河南	20121009
603996	中新科技	家用电器	浙江	20151222
603997	继峰股份	汽车配件	浙江	20150302
603998	方盛制药	中成药	湖南	20141205
603999	读者传媒	出版业	甘肃	20151210
600710	*ST常林	工程机械	江苏	19960701
600732	*ST新梅	区域地产	上海	19960816
601228	广州港	港口	广东	--  
603041	美思德	化工原料	江苏	--  
603178	圣龙股份	汽车配件	浙江	--  
603303	得邦照明	半导体	浙江	--  
603385	惠达卫浴	家居用品	河北	--  
603388	元成股份	建筑施工	浙江	--  
603538	美诺华	化学制药	浙江	--  
603586	金麒麟	汽车配件	山东	--  
603656	泰禾光电	专用机械	安徽	--  
603717	天域生态	建筑施工	重庆	--  
603768	常青股份	汽车配件	安徽	--  
603833	欧派家居	家居用品	广东	--  
603906	龙蟠科技	化工原料	江苏	--  
				
